fips,admin2,province_state,country_region,last_update,latitude,longitude,confirmed,deaths,recovered,active,combined_key
00250,,,France,2020-01-28T23:00:00,47.0,2.0,4,,,,France
,,,Nepal,2020-01-28T23:00:00,28.167,84.25,1,,,,Nepal
,,,Malaysia,2020-01-28T23:00:00,2.5,112.5,4,,,,Malaysia
,,Ontario,Canada,2020-01-28T23:00:00,51.254,-85.323,1,,,,"Ontario, Canada"
,,British Columbia,Canada,2020-01-28T23:00:00,49.283,-123.121,1,,,,"British Columbia, Canada"
,,,Cambodia,2020-01-28T23:00:00,11.55,104.917,1,,,,Cambodia
,,,Sri Lanka,2020-01-28T23:00:00,7.0,81.0,1,,,,Sri Lanka
,,New South Wales,Australia,2020-01-28T23:00:00,-33.869,151.209,4,,,,"New South Wales, Australia"
,,Victoria,Australia,2020-01-28T23:00:00,-37.814,144.963,1,,,,"Victoria, Australia"
,,Bavaria,Germany,2020-01-28T23:00:00,48.79,11.498,4,,,,"Bavaria, Germany"
,,Hubei,China,2020-01-29T19:30:00,30.976,112.271,3554,125,88,,"Hubei, China"
,,Zhejiang,China,2020-01-29T19:30:00,29.183,120.093,296,,3,,"Zhejiang, China"
,,Guangdong,China,2020-01-29T19:30:00,23.342,113.424,277,,5,,"Guangdong, China"
,,Hu,China,2020-01-29T19:30:00,27.61,111.709,221,,,,"Hu, China"
,,He,China,2020-01-29T19:30:00,33.882,113.614,206,2,1,,"He, China"
,,Anhui,China,2020-01-29T19:30:00,31.826,117.226,152,,2,,"Anhui, China"
,,Chongqing,China,2020-01-29T19:30:00,30.057,107.874,147,,1,,"Chongqing, China"
,,Shandong,China,2020-01-29T19:30:00,36.343,118.15,130,,1,,"Shandong, China"
,,Beijing,China,2020-01-29T19:30:00,40.182,116.414,111,1,4,,"Beijing, China"
,,Jiangxi,China,2020-01-29T19:30:00,27.614,115.722,109,,3,,"Jiangxi, China"
,,Sichuan,China,2020-01-29T19:30:00,30.617,102.71,108,1,1,,"Sichuan, China"
,,Jiangsu,China,2020-01-29T19:30:00,32.971,119.455,99,,1,,"Jiangsu, China"
,,Shanghai,China,2020-01-29T19:30:00,31.202,121.449,96,1,5,,"Shanghai, China"
,,Fujian,China,2020-01-29T19:30:00,26.079,117.987,84,,,,"Fujian, China"
,,Guangxi,China,2020-01-29T19:30:00,23.83,108.788,58,,2,,"Guangxi, China"
,,Shaanxi,China,2020-01-29T19:30:00,35.192,108.87,56,,,,"Shaanxi, China"
,,Yun,China,2020-01-29T19:30:00,24.974,101.487,55,,,,"Yun, China"
,,Hebei,China,2020-01-29T19:30:00,38.043,114.515,48,1,,,"Hebei, China"
,,Hai,China,2020-01-29T19:30:00,19.196,109.745,43,1,,,"Hai, China"
,,Liaoning,China,2020-01-29T19:30:00,41.296,122.609,39,,1,,"Liaoning, China"
,,Heilongjiang,China,2020-01-29T19:30:00,47.862,127.761,38,1,,,"Heilongjiang, China"
,,Tianjin,China,2020-01-29T19:30:00,39.305,117.323,27,,,,"Tianjin, China"
,,Shanxi,China,2020-01-29T19:30:00,37.578,112.292,27,,1,,"Shanxi, China"
,,Gansu,China,2020-01-29T19:30:00,36.061,103.834,24,,,,"Gansu, China"
,,Inner Mongolia,China,2020-01-29T19:30:00,44.093,113.945,16,,,,"Inner Mongolia, China"
,,Xinjiang,China,2020-01-29T19:30:00,41.113,85.24,13,,,,"Xinjiang, China"
,,Ningxia,China,2020-01-29T19:30:00,37.269,106.165,12,,,,"Ningxia, China"
,,Hong Kong,Hong Kong,2020-01-29T19:30:00,22.3,114.2,10,,,,"Hong Kong, Hong Kong"
,,Guizhou,China,2020-01-29T19:30:00,26.815,106.875,9,,1,,"Guizhou, China"
,,Jilin,China,2020-01-29T19:30:00,43.666,126.192,9,,,,"Jilin, China"
,,Taiwan,Taiwan,2020-01-29T19:30:00,23.7,121.0,8,,,,"Taiwan, Taiwan"
,,Macau,Macau,2020-01-29T19:30:00,22.167,113.55,7,,,,"Macau, Macau"
,,Qinghai,China,2020-01-29T19:30:00,35.745,95.996,6,,,,"Qinghai, China"
,,Washington,US,2020-01-29T19:30:00,47.401,-121.49,1,,,,"Washington, US"
,,Illinois,US,2020-01-29T19:30:00,40.349,-88.986,1,,,,"Illinois, US"
,,California,US,2020-01-29T19:30:00,36.116,-119.682,2,,,,"California, US"
,,Arizona,US,2020-01-29T19:30:00,33.73,-111.431,1,,,,"Arizona, US"
,,,Japan,2020-01-29T19:30:00,36.0,138.0,7,,1,,Japan
,,,Thailand,2020-01-29T19:30:00,15.0,101.0,14,,5,,Thailand
,,,South Korea,2020-01-29T19:30:00,36.0,128.0,4,,,,South Korea
,,,Singapore,2020-01-29T19:30:00,1.283,103.833,7,,,,Singapore
,,,Vietnam,2020-01-29T19:30:00,16.0,108.0,2,,,,Vietnam
00250,,,France,2020-01-29T19:30:00,47.0,2.0,5,,,,France
,,,Nepal,2020-01-29T19:30:00,28.167,84.25,1,,,,Nepal
,,,Malaysia,2020-01-29T19:30:00,2.5,112.5,7,,,,Malaysia
,,Ontario,Canada,2020-01-29T19:30:00,51.254,-85.323,1,,,,"Ontario, Canada"
,,British Columbia,Canada,2020-01-29T19:30:00,49.283,-123.121,1,,,,"British Columbia, Canada"
,,,Cambodia,2020-01-29T19:30:00,11.55,104.917,1,,,,Cambodia
,,,Sri Lanka,2020-01-29T19:30:00,7.0,81.0,1,,,,Sri Lanka
,,New South Wales,Australia,2020-01-29T19:30:00,-33.869,151.209,4,,,,"New South Wales, Australia"
,,Victoria,Australia,2020-01-29T19:30:00,-37.814,144.963,1,,,,"Victoria, Australia"
,,Bavaria,Germany,2020-01-29T19:30:00,48.79,11.498,4,,,,"Bavaria, Germany"
,,,Finland,2020-01-29T19:30:00,64.0,26.0,1,,,,Finland
,,,United Arab Emirates,2020-01-29T19:30:00,24.0,54.0,4,,,,United Arab Emirates
,,Hubei,China,2020-01-30T16:00:00,30.976,112.271,4903,162,90,,"Hubei, China"
,,Zhejiang,China,2020-01-30T16:00:00,29.183,120.093,428,,4,,"Zhejiang, China"
,,Guangdong,China,2020-01-30T16:00:00,23.342,113.424,354,,10,,"Guangdong, China"
,,He,China,2020-01-30T16:00:00,33.882,113.614,278,2,2,,"He, China"
,,Hu,China,2020-01-30T16:00:00,27.61,111.709,277,,2,,"Hu, China"
,,Anhui,China,2020-01-30T16:00:00,31.826,117.226,200,,2,,"Anhui, China"
,,Chongqing,China,2020-01-30T16:00:00,30.057,107.874,182,,1,,"Chongqing, China"
,,Jiangxi,China,2020-01-30T16:00:00,27.614,115.722,162,,5,,"Jiangxi, China"
,,Shandong,China,2020-01-30T16:00:00,36.343,118.15,158,,1,,"Shandong, China"
,,Sichuan,China,2020-01-30T16:00:00,30.617,102.71,142,1,1,,"Sichuan, China"
,,Jiangsu,China,2020-01-30T16:00:00,32.971,119.455,129,,1,,"Jiangsu, China"
,,Beijing,China,2020-01-30T16:00:00,40.182,116.414,114,1,4,,"Beijing, China"
,,Shanghai,China,2020-01-30T16:00:00,31.202,121.449,112,1,5,,"Shanghai, China"
,,Fujian,China,2020-01-30T16:00:00,26.079,117.987,101,,,,"Fujian, China"
,,Guangxi,China,2020-01-30T16:00:00,23.83,108.788,78,,2,,"Guangxi, China"
,,Yun,China,2020-01-30T16:00:00,24.974,101.487,70,,,,"Yun, China"
,,Hebei,China,2020-01-30T16:00:00,38.043,114.515,65,1,,,"Hebei, China"
,,Shaanxi,China,2020-01-30T16:00:00,35.192,108.87,63,,,,"Shaanxi, China"
,,Hai,China,2020-01-30T16:00:00,19.196,109.745,46,1,1,,"Hai, China"
,,Heilongjiang,China,2020-01-30T16:00:00,47.862,127.761,44,2,,,"Heilongjiang, China"
,,Liaoning,China,2020-01-30T16:00:00,41.296,122.609,41,,1,,"Liaoning, China"
,,Shanxi,China,2020-01-30T16:00:00,37.578,112.292,35,,1,,"Shanxi, China"
,,Tianjin,China,2020-01-30T16:00:00,39.305,117.323,31,,,,"Tianjin, China"
,,Gansu,China,2020-01-30T16:00:00,36.061,103.834,26,,,,"Gansu, China"
,,Inner Mongolia,China,2020-01-30T16:00:00,44.093,113.945,19,,,,"Inner Mongolia, China"
,,Ningxia,China,2020-01-30T16:00:00,37.269,106.165,17,,,,"Ningxia, China"
,,Jilin,China,2020-01-30T16:00:00,43.666,126.192,14,,1,,"Jilin, China"
,,Xinjiang,China,2020-01-30T16:00:00,41.113,85.24,14,,,,"Xinjiang, China"
,,Guizhou,China,2020-01-30T16:00:00,26.815,106.875,12,,1,,"Guizhou, China"
,,Hong Kong,Hong Kong,2020-01-30T16:00:00,22.3,114.2,10,,,,"Hong Kong, Hong Kong"
,,Taiwan,Taiwan,2020-01-30T16:00:00,23.7,121.0,9,,,,"Taiwan, Taiwan"
,,Qinghai,China,2020-01-30T16:00:00,35.745,95.996,8,,,,"Qinghai, China"
,,Macau,Macau,2020-01-30T16:00:00,22.167,113.55,7,,,,"Macau, Macau"
,,Tibet,China,2020-01-30T16:00:00,31.693,88.092,1,,,,"Tibet, China"
,,Washington,US,2020-01-30T16:00:00,47.401,-121.49,1,,,,"Washington, US"
,,Illinois,US,2020-01-30T16:00:00,40.349,-88.986,1,,,,"Illinois, US"
,,California,US,2020-01-30T16:00:00,36.116,-119.682,2,,,,"California, US"
,,Arizona,US,2020-01-30T16:00:00,33.73,-111.431,1,,,,"Arizona, US"
,,,Japan,2020-01-30T16:00:00,36.0,138.0,11,,1,,Japan
,,,Thailand,2020-01-30T16:00:00,15.0,101.0,14,,5,,Thailand
,,,South Korea,2020-01-30T16:00:00,36.0,128.0,4,,,,South Korea
,,,Singapore,2020-01-30T16:00:00,1.283,103.833,10,,,,Singapore
,,,Vietnam,2020-01-30T16:00:00,16.0,108.0,2,,,,Vietnam
00250,,,France,2020-01-30T16:00:00,47.0,2.0,5,,,,France
,,,Nepal,2020-01-30T16:00:00,28.167,84.25,1,,,,Nepal
,,,Malaysia,2020-01-30T16:00:00,2.5,112.5,8,,,,Malaysia
,,Ontario,Canada,2020-01-30T16:00:00,51.254,-85.323,2,,,,"Ontario, Canada"
,,British Columbia,Canada,2020-01-30T16:00:00,49.283,-123.121,1,,,,"British Columbia, Canada"
,,,Cambodia,2020-01-30T16:00:00,11.55,104.917,1,,,,Cambodia
,,,Sri Lanka,2020-01-30T16:00:00,7.0,81.0,1,,,,Sri Lanka
,,New South Wales,Australia,2020-01-30T16:00:00,-33.869,151.209,4,,2,,"New South Wales, Australia"
,,Victoria,Australia,2020-01-30T16:00:00,-37.814,144.963,2,,,,"Victoria, Australia"
,,Queensland,Australia,2020-01-30T16:00:00,-28.017,153.4,3,,,,"Queensland, Australia"
,,Bavaria,Germany,2020-01-30T16:00:00,48.79,11.498,4,,,,"Bavaria, Germany"
,,,Finland,2020-01-30T16:00:00,64.0,26.0,1,,,,Finland
,,,United Arab Emirates,2020-01-30T16:00:00,24.0,54.0,4,,,,United Arab Emirates
,,,Philippines,2020-01-30T16:00:00,13.0,122.0,1,,,,Philippines
,,,India,2020-01-30T16:00:00,21.0,78.0,1,,,,India
,,Hubei,China,2020-01-31T23:59:00,30.976,112.271,5806,204,141,,"Hubei, China"
,,Zhejiang,China,2020-01-31T23:59:00,29.183,120.093,538,,14,,"Zhejiang, China"
,,Guangdong,China,2020-01-31T23:59:00,23.342,113.424,436,,11,,"Guangdong, China"
,,He,China,2020-01-31T23:59:00,33.882,113.614,352,2,3,,"He, China"
,,Hu,China,2020-01-31T23:59:00,27.61,111.709,332,,2,,"Hu, China"
,,Jiangxi,China,2020-01-31T23:59:00,27.614,115.722,240,,7,,"Jiangxi, China"
,,Anhui,China,2020-01-31T23:59:00,31.826,117.226,237,,3,,"Anhui, China"
,,Chongqing,China,2020-01-31T23:59:00,30.057,107.874,211,,1,,"Chongqing, China"
,,Shandong,China,2020-01-31T23:59:00,36.343,118.15,184,,2,,"Shandong, China"
,,Sichuan,China,2020-01-31T23:59:00,30.617,102.71,177,1,1,,"Sichuan, China"
,,Jiangsu,China,2020-01-31T23:59:00,32.971,119.455,168,,5,,"Jiangsu, China"
,,Beijing,China,2020-01-31T23:59:00,40.182,116.414,139,1,5,,"Beijing, China"
,,Shanghai,China,2020-01-31T23:59:00,31.202,121.449,135,1,9,,"Shanghai, China"
,,Fujian,China,2020-01-31T23:59:00,26.079,117.987,120,,,,"Fujian, China"
,,Guangxi,China,2020-01-31T23:59:00,23.83,108.788,87,,2,,"Guangxi, China"
,,Shaanxi,China,2020-01-31T23:59:00,35.192,108.87,87,,,,"Shaanxi, China"
,,Yun,China,2020-01-31T23:59:00,24.974,101.487,83,,1,,"Yun, China"
,,Hebei,China,2020-01-31T23:59:00,38.043,114.515,82,1,,,"Hebei, China"
,,Heilongjiang,China,2020-01-31T23:59:00,47.862,127.761,59,2,,,"Heilongjiang, China"
,,Hai,China,2020-01-31T23:59:00,19.196,109.745,52,1,1,,"Hai, China"
,,Liaoning,China,2020-01-31T23:59:00,41.296,122.609,48,,1,,"Liaoning, China"
,,Shanxi,China,2020-01-31T23:59:00,37.578,112.292,39,,1,,"Shanxi, China"
,,Tianjin,China,2020-01-31T23:59:00,39.305,117.323,32,,,,"Tianjin, China"
,,Guizhou,China,2020-01-31T23:59:00,26.815,106.875,29,,2,,"Guizhou, China"
,,Gansu,China,2020-01-31T23:59:00,36.061,103.834,29,,,,"Gansu, China"
,,Ningxia,China,2020-01-31T23:59:00,37.269,106.165,21,,,,"Ningxia, China"
,,Inner Mongolia,China,2020-01-31T23:59:00,44.093,113.945,20,,1,,"Inner Mongolia, China"
,,Xinjiang,China,2020-01-31T23:59:00,41.113,85.24,17,,,,"Xinjiang, China"
,,Jilin,China,2020-01-31T23:59:00,43.666,126.192,14,,1,,"Jilin, China"
,,Hong Kong,Hong Kong,2020-01-31T23:59:00,22.3,114.2,12,,,,"Hong Kong, Hong Kong"
,,Taiwan,Taiwan,2020-01-31T23:59:00,23.7,121.0,10,,,,"Taiwan, Taiwan"
,,Qinghai,China,2020-01-31T23:59:00,35.745,95.996,8,,,,"Qinghai, China"
,,Macau,Macau,2020-01-31T23:59:00,22.167,113.55,7,,,,"Macau, Macau"
,,Tibet,China,2020-01-31T23:59:00,31.693,88.092,1,,,,"Tibet, China"
,,,Thailand,2020-01-31T23:59:00,15.0,101.0,19,,5,,Thailand
,,,Japan,2020-01-31T23:59:00,36.0,138.0,15,,1,,Japan
,,,Singapore,2020-01-31T23:59:00,1.283,103.833,13,,,,Singapore
,,,South Korea,2020-01-31T23:59:00,36.0,128.0,11,,,,South Korea
,,,Malaysia,2020-01-31T23:59:00,2.5,112.5,8,,,,Malaysia
00250,,,France,2020-01-31T23:59:00,47.0,2.0,5,,,,France
,,Bavaria,Germany,2020-01-31T23:59:00,48.79,11.498,5,,,,"Bavaria, Germany"
,,New South Wales,Australia,2020-01-31T23:59:00,-33.869,151.209,4,,2,,"New South Wales, Australia"
,,,United Arab Emirates,2020-01-31T23:59:00,24.0,54.0,4,,,,United Arab Emirates
,,Victoria,Australia,2020-01-31T23:59:00,-37.814,144.963,3,,,,"Victoria, Australia"
,,Illinois,US,2020-01-31T23:59:00,40.349,-88.986,2,,,,"Illinois, US"
,,California,US,2020-01-31T23:59:00,36.116,-119.682,2,,,,"California, US"
,,,Vietnam,2020-01-31T23:59:00,16.0,108.0,2,,,,Vietnam
,,Ontario,Canada,2020-01-31T23:59:00,51.254,-85.323,2,,,,"Ontario, Canada"
,,Queensland,Australia,2020-01-31T23:59:00,-28.017,153.4,2,,,,"Queensland, Australia"
,,,Italy,2020-01-31T23:59:00,43.0,12.0,2,,,,Italy
,,,United Kingdom,2020-01-31T23:59:00,55.0,-3.0,2,,,,United Kingdom
,,,Russia,2020-01-31T23:59:00,60.0,90.0,2,,,,Russia
,,Washington,US,2020-01-31T23:59:00,47.401,-121.49,1,,,,"Washington, US"
,,Arizona,US,2020-01-31T23:59:00,33.73,-111.431,1,,,,"Arizona, US"
,,,Nepal,2020-01-31T23:59:00,28.167,84.25,1,,,,Nepal
,,British Columbia,Canada,2020-01-31T23:59:00,49.283,-123.121,1,,,,"British Columbia, Canada"
,,,Cambodia,2020-01-31T23:59:00,11.55,104.917,1,,,,Cambodia
,,,Sri Lanka,2020-01-31T23:59:00,7.0,81.0,1,,,,Sri Lanka
,,,Finland,2020-01-31T23:59:00,64.0,26.0,1,,,,Finland
,,,Philippines,2020-01-31T23:59:00,13.0,122.0,1,,,,Philippines
,,,India,2020-01-31T23:59:00,21.0,78.0,1,,,,India
,,,Sweden,2020-01-31T23:59:00,63.0,16.0,1,,,,Sweden
,,Hubei,China,2020-02-01T11:53:00,30.976,112.271,7153,249,168,,"Hubei, China"
,,Zhejiang,China,2020-02-01T10:53:00,29.183,120.093,599,0,21,,"Zhejiang, China"
,,Guangdong,China,2020-02-01T14:23:00,23.342,113.424,535,0,14,,"Guangdong, China"
,,He,China,2020-02-01T01:52:00,33.882,113.614,422,2,3,,"He, China"
,,Hu,China,2020-02-01T11:03:00,27.61,111.709,389,0,8,,"Hu, China"
,,Anhui,China,2020-02-01T13:33:00,31.826,117.226,297,0,5,,"Anhui, China"
,,Jiangxi,China,2020-02-01T01:52:00,27.614,115.722,286,0,9,,"Jiangxi, China"
,,Chongqing,China,2020-02-01T08:43:00,30.057,107.874,247,1,3,,"Chongqing, China"
,,Sichuan,China,2020-02-01T01:52:00,30.617,102.71,207,1,3,,"Sichuan, China"
,,Shandong,China,2020-02-01T07:51:00,36.343,118.15,206,0,3,,"Shandong, China"
,,Jiangsu,China,2020-02-01T14:03:00,32.971,119.455,202,0,6,,"Jiangsu, China"
,,Shanghai,China,2020-02-01T06:05:00,31.202,121.449,169,1,10,,"Shanghai, China"
,,Beijing,China,2020-02-01T09:17:00,40.182,116.414,168,1,9,,"Beijing, China"
,,Fujian,China,2020-02-01T05:37:00,26.079,117.987,144,0,0,,"Fujian, China"
,,Shaanxi,China,2020-02-01T05:37:00,35.192,108.87,101,0,0,,"Shaanxi, China"
,,Guangxi,China,2020-02-01T01:52:00,23.83,108.788,100,0,2,,"Guangxi, China"
,,Hebei,China,2020-02-01T01:52:00,38.043,114.515,96,1,0,,"Hebei, China"
,,Yun,China,2020-02-01T15:53:00,24.974,101.487,93,0,2,,"Yun, China"
,,Heilongjiang,China,2020-02-01T10:33:00,47.862,127.761,80,2,2,,"Heilongjiang, China"
,,Liaoning,China,2020-02-01T15:23:00,41.296,122.609,64,0,1,,"Liaoning, China"
,,Hai,China,2020-02-01T08:43:00,19.196,109.745,62,1,1,,"Hai, China"
,,Shanxi,China,2020-02-01T01:52:00,37.578,112.292,47,0,1,,"Shanxi, China"
,,Tianjin,China,2020-02-01T15:43:00,39.305,117.323,41,0,0,,"Tianjin, China"
,,Gansu,China,2020-02-01T15:43:00,36.061,103.834,40,0,0,,"Gansu, China"
,,Guizhou,China,2020-01-31T15:20:00,26.815,106.875,29,0,2,,"Guizhou, China"
,,Ningxia,China,2020-02-01T02:13:00,37.269,106.165,26,0,0,,"Ningxia, China"
,,Inner Mongolia,China,2020-02-01T05:37:00,44.093,113.945,23,0,1,,"Inner Mongolia, China"
,,,Japan,2020-02-01T18:53:00,36.0,138.0,20,0,1,,Japan
,,,Thailand,2020-01-31T10:37:00,15.0,101.0,19,0,5,,Thailand
,,Xinjiang,China,2020-02-01T05:37:00,41.113,85.24,18,0,0,,"Xinjiang, China"
,,Jilin,China,2020-02-01T01:52:00,43.666,126.192,17,0,1,,"Jilin, China"
,,,Singapore,2020-02-01T05:37:00,1.283,103.833,16,0,0,,Singapore
,,Hong Kong,Hong Kong,2020-02-01T05:37:00,22.3,114.2,13,0,0,,"Hong Kong, Hong Kong"
,,,South Korea,2020-02-01T10:43:00,36.0,128.0,12,0,0,,South Korea
,,Taiwan,Taiwan,2020-01-31T15:20:00,23.7,121.0,10,0,0,,"Taiwan, Taiwan"
,,Qinghai,China,2020-02-01T05:37:00,35.745,95.996,9,0,0,,"Qinghai, China"
,,,Malaysia,2020-01-31T08:15:00,2.5,112.5,8,0,0,,Malaysia
,,,Germany,2020-02-01T18:33:00,51.0,9.0,8,0,0,,Germany
,,Macau,Macau,2020-01-31T08:15:00,22.167,113.55,7,0,0,,"Macau, Macau"
00250,,,France,2020-02-01T01:52:00,47.0,2.0,6,0,0,,France
,,,Vietnam,2020-02-01T07:38:00,16.0,108.0,6,0,1,,Vietnam
,,New South Wales,Australia,2020-02-01T18:12:00,-33.869,151.209,4,0,2,,"New South Wales, Australia"
,,Victoria,Australia,2020-02-01T18:12:00,-37.814,144.963,4,0,0,,"Victoria, Australia"
,,,United Arab Emirates,2020-01-31T08:15:00,24.0,54.0,4,0,0,,United Arab Emirates
,,Queensland,Australia,2020-02-01T18:12:00,-28.017,153.4,3,0,0,,"Queensland, Australia"
,,Ontario,Canada,2020-02-01T18:12:00,51.254,-85.323,3,0,0,,"Ontario, Canada"
,,,Italy,2020-01-31T08:15:00,43.0,12.0,2,0,0,,Italy
,,,Russia,2020-01-31T16:13:00,60.0,90.0,2,0,0,,Russia
,,,United Kingdom,2020-02-01T01:52:00,55.0,-3.0,2,0,0,,United Kingdom
,Chicago,Illinois,US,2020-02-01T19:43:00,41.878,-87.63,2,0,0,,"Chicago, Illinois, US"
,,South Australia,Australia,2020-02-01T18:12:00,-34.928,138.601,1,0,0,,"South Australia, Australia"
,,,Cambodia,2020-01-31T08:15:00,11.55,104.917,1,0,0,,Cambodia
,,British Columbia,Canada,2020-02-01T18:12:00,49.283,-123.121,1,0,0,,"British Columbia, Canada"
,,,Finland,2020-01-31T08:15:00,64.0,26.0,1,0,0,,Finland
,,,India,2020-01-31T08:15:00,21.0,78.0,1,0,0,,India
,,Tibet,China,2020-02-01T01:52:00,31.693,88.092,1,0,0,,"Tibet, China"
,,,Nepal,2020-01-31T08:15:00,28.167,84.25,1,0,0,,Nepal
,,,Philippines,2020-02-01T17:43:00,13.0,122.0,1,0,0,,Philippines
,,,Spain,2020-02-01T02:13:00,40.0,-4.0,1,0,0,,Spain
,,,Sri Lanka,2020-01-31T08:15:00,7.0,81.0,1,0,0,,Sri Lanka
,,,Sweden,2020-02-01T02:13:00,63.0,16.0,1,0,0,,Sweden
,Boston,Massachusetts,US,2020-02-01T19:43:00,42.36,-71.059,1,0,0,,"Boston, Massachusetts, US"
06037,Los Angeles,California,US,2020-02-01T19:53:00,34.052,-118.244,1,0,0,,"Los Angeles, California, US"
06059,Orange,California,US,2020-02-01T19:53:00,33.788,-117.853,1,0,0,,"Orange, California, US"
06085,Santa Clara,California,US,2020-02-01T19:53:00,37.354,-121.955,1,0,0,,"Santa Clara, California, US"
,Seattle,Washington,US,2020-02-01T19:43:00,47.606,-122.332,1,0,0,,"Seattle, Washington, US"
,Tempe,Arizona,US,2020-02-01T19:43:00,33.425,-111.94,1,0,0,,"Tempe, Arizona, US"
,,Hubei,China,2020-02-02T23:43:02,30.976,112.271,11177,350,295,,"Hubei, China"
,,Zhejiang,China,2020-02-02T18:03:05,29.183,120.093,661,0,32,,"Zhejiang, China"
,,Guangdong,China,2020-02-02T18:03:05,23.342,113.424,632,0,15,,"Guangdong, China"
,,He,China,2020-02-02T18:03:05,33.882,113.614,493,2,10,,"He, China"
,,Hu,China,2020-02-02T18:03:05,27.61,111.709,463,0,16,,"Hu, China"
,,Anhui,China,2020-02-02T18:03:05,31.826,117.226,340,0,7,,"Anhui, China"
,,Jiangxi,China,2020-02-02T18:03:05,27.614,115.722,333,0,12,,"Jiangxi, China"
,,Chongqing,China,2020-02-02T23:33:02,30.057,107.874,300,2,7,,"Chongqing, China"
,,Jiangsu,China,2020-02-02T18:03:05,32.971,119.455,236,0,7,,"Jiangsu, China"
,,Sichuan,China,2020-02-02T18:03:05,30.617,102.71,231,1,11,,"Sichuan, China"
,,Shandong,China,2020-02-02T18:03:05,36.343,118.15,230,0,6,,"Shandong, China"
,,Beijing,China,2020-02-02T08:43:02,40.182,116.414,191,1,9,,"Beijing, China"
,,Shanghai,China,2020-02-02T05:53:02,31.202,121.449,182,1,10,,"Shanghai, China"
,,Fujian,China,2020-02-02T03:43:01,26.079,117.987,159,0,0,,"Fujian, China"
,,Shaanxi,China,2020-02-02T03:23:14,35.192,108.87,116,0,0,,"Shaanxi, China"
,,Guangxi,China,2020-02-02T00:23:13,23.83,108.788,111,0,2,,"Guangxi, China"
,,Yun,China,2020-02-02T18:03:05,24.974,101.487,105,0,3,,"Yun, China"
,,Hebei,China,2020-02-02T02:53:02,38.043,114.515,104,1,3,,"Hebei, China"
,,Heilongjiang,China,2020-02-02T03:23:14,47.862,127.761,95,2,2,,"Heilongjiang, China"
,,Liaoning,China,2020-02-02T18:03:05,41.296,122.609,70,0,1,,"Liaoning, China"
,,Shanxi,China,2020-02-02T23:23:13,37.578,112.292,66,0,3,,"Shanxi, China"
,,Hai,China,2020-02-02T18:03:05,19.196,109.745,64,1,4,,"Hai, China"
,,Gansu,China,2020-02-02T23:43:02,36.061,103.834,51,0,3,,"Gansu, China"
,,Tianjin,China,2020-02-02T09:43:01,39.305,117.323,48,0,1,,"Tianjin, China"
,,Guizhou,China,2020-02-02T01:03:32,26.815,106.875,38,0,2,,"Guizhou, China"
,,Ningxia,China,2020-02-02T01:43:02,37.269,106.165,28,0,0,,"Ningxia, China"
,,Inner Mongolia,China,2020-02-02T03:43:01,44.093,113.945,27,0,1,,"Inner Mongolia, China"
,,Jilin,China,2020-02-02T02:33:02,43.666,126.192,23,0,1,,"Jilin, China"
,,Xinjiang,China,2020-02-02T00:43:02,41.113,85.24,21,0,0,,"Xinjiang, China"
,,,Japan,2020-02-01T18:53:03,36.0,138.0,20,0,1,,Japan
,,,Singapore,2020-02-02T01:03:32,1.283,103.833,18,0,0,,Singapore
,,Hong Kong,Hong Kong,2020-02-02T23:53:02,22.3,114.2,15,0,0,,"Hong Kong, Hong Kong"
,,,South Korea,2020-02-02T02:23:13,36.0,128.0,15,0,0,,South Korea
,,Qinghai,China,2020-02-02T05:33:03,35.745,95.996,11,0,0,,"Qinghai, China"
,,,Germany,2020-02-02T18:03:05,51.0,9.0,10,0,0,,Germany
,,Taiwan,Taiwan,2020-01-31T15:20:56,23.7,121.0,10,0,0,,"Taiwan, Taiwan"
,,Macau,Macau,2020-02-02T04:23:14,22.167,113.55,8,0,0,,"Macau, Macau"
,,,Malaysia,2020-01-31T08:15:53,2.5,112.5,8,0,0,,Malaysia
00250,,,France,2020-02-01T01:52:40,47.0,2.0,6,0,0,,France
,,,Vietnam,2020-02-01T07:38:12,16.0,108.0,6,0,1,,Vietnam
,,,United Arab Emirates,2020-02-02T05:43:01,24.0,54.0,5,0,0,,United Arab Emirates
,,New South Wales,Australia,2020-02-01T18:12:49,-33.869,151.209,4,0,2,,"New South Wales, Australia"
,,Victoria,Australia,2020-02-01T18:12:49,-37.814,144.963,4,0,0,,"Victoria, Australia"
,,Ontario,Canada,2020-02-01T18:12:49,51.254,-85.323,3,0,0,,"Ontario, Canada"
,,Queensland,Australia,2020-02-02T22:33:07,-28.017,153.4,2,0,0,,"Queensland, Australia"
,,South Australia,Australia,2020-02-02T22:33:07,-34.928,138.601,2,0,0,,"South Australia, Australia"
,,,India,2020-02-02T06:03:08,21.0,78.0,2,0,0,,India
,,,Italy,2020-01-31T08:15:53,43.0,12.0,2,0,0,,Italy
,,,Philippines,2020-02-02T03:33:07,13.0,122.0,2,1,0,,Philippines
,,,Russia,2020-01-31T16:13:45,60.0,90.0,2,0,0,,Russia
,,,United Kingdom,2020-02-01T01:52:40,55.0,-3.0,2,0,0,,United Kingdom
,Chicago,Illinois,US,2020-02-01T19:43:03,41.878,-87.63,2,0,0,,"Chicago, Illinois, US"
,,,Cambodia,2020-01-31T08:15:53,11.55,104.917,1,0,0,,Cambodia
